TaskID,Input_1,Output1_1
598,11.8,78.36
598,13.4,72.4
598,13.9,68.21
598,14.0,67.57
598,14.2,66.91
598,14.3,65.24
598,14.4,66.555
598,14.9,66.66
598,15.0,66.08
598,15.1,65.21
598,15.3,66.6
598,16.0,66.91
598,16.1,69.98
598,16.2,67.92
598,16.4,71.14
598,17.1,67.6
600,14.7,63.11
600,15.1,64.65
600,15.2,63.405
600,15.4,61.849999999999994
600,15.7,62.71
600,15.8,61
600,16.2,61.56
600,16.3,60.795
600,16.4,61.125
600,16.6,61.49
600,16.7,62.980000000000004
600,16.8,60.415
600,17.2,64.7
600,17.3,62.02
600,17.4,61.46
600,17.5,61.05
600,17.8,60.585
600,18.2,60.265
600,18.4,59.28
600,18.5,59.82
600,18.6,60.06
607,11.3,77.95
607,12.2,69.64
607,13.3,66.64
607,14.0,66.39
607,14.1,62.5
607,14.3,63.13
607,14.4,63.97
607,14.5,62.9
607,15.0,63.03
607,15.1,61.385000000000005
607,15.3,62.93
607,15.4,62.97
607,15.5,62.82
608,10.7,73.94
608,12.9,62.525
608,13.4,61.695
608,13.5,60.65
608,13.6,60.86
608,13.7,60.17
608,13.8,60.45
608,13.9,60.095
608,14.2,61.055
608,14.4,60.08
608,14.5,61.19499999999999
608,14.7,60.05
608,14.8,60.225
608,14.9,59.22
608,15.3,59.86
608,15.4,59.215
608,15.5,59.88
608,15.6,58.11
608,15.7,57.85
608,15.8,57.845
608,15.9,58.04
608,16.0,57.345
608,16.4,59.16
608,16.6,59.36
608,16.7,57.34
608,16.8,57.47
608,16.9,57.92
608,17.4,58.650000000000006
608,17.5,58.43
608,17.6,58.285
608,17.7,57.5
610,13.4,71.12
610,14.3,65.54
610,14.4,63.32
610,14.7,69.66499999999999
610,15.3,65.76
610,15.4,64.45
610,15.6,65.89
610,15.7,64.89
610,16.3,63.21
610,16.4,63.29
610,16.7,63.93
611,14.1,67.33
611,14.2,66.65
611,14.5,64.29
611,14.6,67.16
611,15.1,64.765
611,15.2,64.59
611,15.3,63.87
611,15.6,61.94
611,15.7,63.71
611,16.2,62.61
611,16.3,61.92
611,16.4,62.32
611,16.6,61.86
611,16.7,61.79
611,17.3,63.2
611,19.3,62.525000000000006
611,19.4,61.28
612,13.5,66.72
612,13.7,67.175
612,13.8,65.44
612,14.0,65.85
612,14.1,64.69
612,14.2,64.08
612,14.6,64.15
612,14.8,63.67
612,14.9,63.42
612,15.0,63.32
612,15.1,63.65
612,15.2,63
612,15.8,62.795
612,15.9,62.765
612,16.1,63.295
612,16.2,63.07
612,16.6,62.49
612,16.8,63.22
612,16.9,63.01
612,17.2,61.65
612,17.7,63.89
612,17.9,63.58
612,18.1,63.52
612,18.2,63.53
617,11.7,74.43
617,13.5,70.53
617,13.6,69.92
617,13.9,68.56
617,14.5,67.87
617,14.7,68.25
617,14.8,66.37
617,14.9,67.67
617,15.6,66.33
617,15.8,67.72
617,16.0,70.57
617,16.6,68.05
617,16.9,69.12
621,10.5,75.94999999999999
621,11.6,70.03
621,12.2,67.41499999999999
621,13.4,65.505
621,13.5,63.510000000000005
621,13.6,65.14666666666666
621,13.7,63.76
621,13.8,63.41
621,14.5,64.50999999999999
621,14.6,65.475
621,14.7,66.01
621,14.8,64.62
621,15.4,64.56
621,15.5,64.48
621,15.7,64.205
621,15.8,62.87
623,11.8,77.39
623,12.8,72.44
623,13.6,68.19
623,13.7,67.28
623,13.9,68.5
623,14.0,69.47
623,15.0,66.15
623,15.7,66.15
623,15.9,68.6
623,16.9,68.93
623,17.9,69.05
623,18.0,68.74
623,18.6,65.53
623,18.7,65.46
627,10.2,76.17
627,11.2,69.95
627,11.3,69.09
627,11.4,68.54
627,11.5,68.82
627,11.7,69.49
627,12.3,69.88
627,12.4,66.14
627,12.5,67.4
627,12.7,64.48
627,13.4,63.24
627,13.6,62.33
627,13.7,63.81
627,13.8,61.43
627,14.2,62.68
627,14.3,62.78
627,14.4,62.27
627,14.5,61.65
627,14.6,61.71
627,14.7,62.155
627,14.8,61.53
627,15.3,61.400000000000006
627,15.4,62.44
627,15.5,61.05
627,15.6,61.305
627,15.8,61.43
627,16.3,61.635000000000005
627,16.4,61.23
627,16.5,59.35
627,16.6,61.425
627,16.7,60.95
627,16.8,60.18
629,14.2,65.97
629,14.3,68.47
629,14.4,67.855
629,15.0,67.68
629,15.1,67.07499999999999
629,15.3,68.33
629,15.4,67.735
629,16.1,68.42
629,16.3,66.15
629,16.4,68.58
629,17.0,66.78
629,17.1,65.72
629,17.3,66.31
629,17.4,68.49
629,18.0,65.98
629,18.1,65.82
629,18.4,66.24
629,19.2,67.235
631,11.4,76.17
631,12.4,69.59
631,14.0,63.72
631,14.1,62.02
631,14.2,61.11
631,14.4,64.22
631,14.5,63.89
631,15.0,62.73
631,15.1,62.379999999999995
631,15.2,61.61
631,15.3,63.055
631,15.4,62.43
631,15.5,61.25
636,14.2,68.58
636,14.6,67.85
636,14.7,67.84
636,14.8,67.82
636,14.9,69.34
636,15.3,68.47
636,15.5,67.99
636,15.6,68.37
636,15.7,69.34
636,15.8,69.56
636,15.9,69.19
636,16.3,66.81
636,16.5,67.81
636,16.7,67.64
636,16.8,68.97
636,17.6,67.37
636,17.8,67.05
636,17.9,67.29
636,18.4,66.54
636,18.6,65.14
636,18.7,65.82
636,18.8,65.33
636,18.9,66.765
636,19.4,64.85
636,19.5,64.41
636,19.6,65.04
636,19.7,64.25
636,19.8,63.885
637,13.3,73.06
637,14.3,68.7
637,15.1,69.86
637,15.3,67.98
637,16.1,68.5
637,16.2,69.22
637,16.3,67.38
637,16.4,68.07
637,17.0,66.93
637,17.1,67.02
637,17.3,67.56
637,18.2,68.17500000000001
637,19.0,68.07
637,19.1,69.06
637,19.2,69.2
637,19.4,70.25999999999999
651,13.0,83.76
651,14.0,81.72
651,14.6,80.17
651,14.8,79.61
651,15.0,81.36
651,15.6,77.4
651,15.7,76.03999999999999
651,15.8,75.28
651,16.1,75.63
651,16.7,78.72
651,16.8,75.29
651,17.7,76.68
651,18.0,76.69
651,18.7,76.85
651,19.0,76.07
651,19.7,75.12
651,19.9,81.2
656,14.3,67.76
656,14.7,68.51
656,15.0,66.91
656,15.1,67.02
656,15.2,64.815
656,15.4,64.44
656,15.9,66.14
656,16.0,66.18
656,16.1,65.59
656,16.3,65.75999999999999
656,16.9,65.39
656,17.1,64.2
656,17.3,65.69999999999999
656,17.9,63.9
656,18.0,63.120000000000005
656,18.2,63.735
656,18.3,63.05
663,14.3,67.77
663,15.4,66.05
663,15.5,65.14
663,16.0,65.075
663,16.2,66.64
663,16.4,64.76
663,17.0,64.49
663,17.1,64.53
663,17.3,64.86
663,17.4,63.755
663,17.5,63.51
663,17.9,64.72
663,18.0,63.615
664,12.0,68.4
664,13.0,63.39
664,13.6,60.225
664,13.8,61.475
664,13.9,59.995000000000005
664,14.0,61.08
664,14.4,61.42
664,14.7,59.7
664,14.9,59.78
664,15.1,61.085
664,15.6,62.25
664,15.8,61.32
664,15.9,60.67
664,16.1,60.96
664,16.6,62.125
664,16.7,62.22
664,17.0,62.815
671,12.5,76.17
671,13.2,70.395
671,13.3,69.47
671,13.5,68.13499999999999
671,14.2,64.265
671,14.3,62.94
671,14.5,65.48
671,14.6,64.14
671,15.2,63.45
671,15.3,63.44
671,15.5,63.31
671,15.6,63
675,11.4,71.43
675,13.2,63.41
675,13.4,63.37
675,13.6,63.25
675,13.7,63.39
675,13.8,65.35
675,13.9,63.08
675,14.2,63.894999999999996
675,14.4,64.18
675,14.6,63.165000000000006
675,14.7,63.24
675,14.8,64.33500000000001
675,14.9,62.45
675,15.4,63.25
675,15.5,62.275
675,15.6,61.959999999999994
675,15.7,62.16
675,15.8,63.510000000000005
675,16.4,64.49000000000001
675,16.5,64.03999999999999
675,16.6,63.04
677,12.4,68.67
677,13.4,65.4
677,14.1,65.98
677,14.4,64.93
677,14.5,65.59
677,15.1,66.56
677,15.2,66.1
677,15.3,68.93
677,17.0,62.78
677,17.2,62.56
677,17.4,63.155
677,17.5,62.8
677,18.0,62.62
677,18.1,61.45
677,18.3,61.175
677,18.4,61.3
677,18.5,60.475
678,12.8,71.14
678,12.9,71.85
678,13.4,69.53
678,13.5,70.65
678,13.7,72.49
678,13.9,69.6
678,14.4,71.35
678,15.5,66.9
678,15.6,66.66
678,15.7,64.4
678,16.0,65.245
678,16.5,66.69
678,16.6,65.08
678,16.7,65.765
678,16.9,65.555
678,17.0,65.785
678,17.4,65.24
678,17.6,66.16
685,13.0,75.43
685,13.9,69.54
685,14.1,67.39
685,14.2,68.37
685,14.9,68.42500000000001
685,15.2,68.02
685,15.8,64.53
685,15.9,65.26
685,16.0,62.5
685,16.1,64.12
685,16.2,63.17
685,16.8,64.37
685,16.9,63.57
685,17.1,62.61
685,17.2,63.025
685,17.8,62.66
685,17.9,63.555
685,18.1,63.92
693,14.1,71.55
693,14.2,70.29
693,15.0,68.81
693,15.2,67.645
693,16.2,68.14
693,16.3,67.37
693,16.9,67.1
693,17.0,65.785
693,17.2,68.01
693,17.3,65.15
693,17.9,66.26
693,18.0,65.29
693,18.2,69.73
694,11.9,75.48
694,12.9,68.3
694,13.9,64.965
694,14.0,63.285
694,14.6,64.11
694,14.8,62.74
694,15.0,62.82
694,16.0,63.56999999999999
694,16.1,62.69
694,16.4,64.93
694,17.1,62.92
694,17.6,64.785
696,11.7,72.31
696,12.1,70.39
696,12.7,65.77
696,13.1,66.465
696,13.2,65.21
696,13.8,64.68
696,13.9,64.66
696,14.1,63.86
696,14.2,64.36
696,14.3,63.31
696,14.8,63.485
696,14.9,63.445
696,15.2,64.99
696,15.3,62.73
696,15.9,61.754999999999995
696,16.2,62.93
696,16.9,62.92
696,17.1,62.92
696,17.2,67.29
709,12.1,70.72
709,13.0,68.19
709,13.7,66.47
709,13.9,66.47
709,14.1,65.505
709,14.8,63.540000000000006
709,14.9,63.16
709,15.1,64.3
709,15.2,64.36
709,15.7,64.86500000000001
709,15.8,63.285
709,15.9,62.72
709,16.0,62.8
709,16.1,63.900000000000006
709,16.2,62.86
712,12.7,74.56
712,13.4,72.23
712,13.6,70.13
712,13.7,70.95
712,14.4,70.12
712,14.6,69.99
712,14.7,69.38
712,15.4,69.87
712,15.6,68.85
712,16.4,66.25
712,16.5,66.67
712,16.7,67.02
712,17.3,66.68
712,17.4,67.71
712,17.6,68.14
712,18.4,68.86500000000001
714,14.7,65.19
714,14.8,63.89
714,15.1,63.89
714,15.3,64.5
714,15.4,63.94
714,15.5,64.35
714,15.7,63.565
714,15.8,63.94
714,16.3,63.59
714,16.4,62.21
714,16.5,62.730000000000004
714,16.6,60.89
714,16.8,61.93
716,10.8,83.32
716,11.8,74.82
716,11.9,77.75
716,12.1,72.21
716,12.9,69.5
716,13.0,70.93
716,13.1,68.54
716,13.2,66.45
716,13.4,70.48
716,13.8,70.9
716,14.0,72.56
716,14.3,70.67
716,14.8,69.86
716,15.0,69.03
716,15.3,69.8
716,15.8,67.94
716,15.9,68.62
716,16.0,68.6
716,16.1,66.34
716,16.2,67.62
716,16.3,65.78
720,12.2,77.61
720,13.2,66.67
720,13.8,66.9
720,14.1,65.285
720,14.2,66.83
720,14.8,65.65
720,15.8,67.37
720,16.1,68.02
720,16.2,63.95
720,16.9,68.17
720,17.1,66.59
720,17.2,65.85
722,12.4,72.23
722,13.3,72.76
722,13.4,72.34
722,13.5,70.24
722,13.7,71.1
722,14.2,70.66
722,14.3,71.31
722,14.5,70.86
722,14.6,69.93
722,15.2,69.61
722,15.4,69.085
722,15.6,72.05
722,15.7,71.36
722,16.2,70.69
722,16.4,69.195
722,17.7,70.91
722,18.2,68.77
722,18.3,70.21
727,12.4,68.34
727,13.3,63.55
727,13.4,62.075
727,13.5,63.75
727,13.9,62.94
727,14.1,62.39
727,14.2,61.83
727,14.4,62.695
727,14.5,62.265
727,14.6,61.35
727,15.2,61.67
727,15.4,62.825
727,15.5,61.74
727,16.1,67.12
734,13.2,69.74
734,13.3,69.18
734,13.5,68.38
734,14.1,66.78999999999999
734,14.2,65.11
734,14.4,65.18
734,14.5,65.275
734,15.1,65.07
734,15.2,64.345
734,15.4,63.43
734,15.5,63.825
734,16.1,62.765
734,16.2,61.95
734,16.4,62.18000000000001
734,16.5,62.155
734,17.1,65.215
734,17.4,63.28
734,17.5,63.19
734,18.1,64.025
734,18.2,63.645
734,18.4,62.510000000000005
734,18.5,61.980000000000004
734,19.1,64.37
734,19.4,63.730000000000004
734,19.5,62.605000000000004
734,19.6,63.41
741,13.9,69.42
741,14.1,71.5
741,14.7,67.89
741,14.9,66.72
741,15.1,65.905
741,15.6,64.42
741,15.7,63.525
741,15.8,62.45
741,16.1,63.365
741,16.2,61.114999999999995
741,16.6,62.02
741,16.7,62.52
741,16.8,60.815
741,17.0,61.34
741,17.2,60.465
741,17.8,61.59
741,17.9,60.269999999999996
741,18.0,61.230000000000004
741,18.1,62.620000000000005
741,18.7,62.98
741,18.8,62.3
741,19.0,61.335
741,19.1,60.45
744,14.6,66.83
744,14.7,67.4
744,14.8,65.345
744,14.9,64.59
744,15.3,63.79
744,15.5,63.4
744,15.6,63.02
744,15.7,64.06
744,15.9,63.644999999999996
744,16.0,62.73
744,16.5,62.73
744,16.6,61.96
744,16.7,60.3
744,16.8,60.84
744,16.9,63.87
744,17.0,61.74
744,17.5,64.27
744,17.6,63.900000000000006
744,17.7,62.09
744,18.6,63
747,13.4,66.64
747,13.9,65.55
747,14.1,64.45
747,14.2,63.55
747,14.3,63.55
747,14.4,62.22
747,14.5,62.72
747,14.9,62.72
747,15.1,61.325
747,15.2,60.965
747,15.4,60.92
747,15.5,61.53
747,15.9,60.41
747,16.1,60.185
747,16.2,60.045
747,16.3,59.76
747,16.4,60.275
747,16.5,59.28
747,17.2,59.765
747,17.3,60.28
747,17.4,60.05
747,17.5,58.545
747,17.8,60.365
747,18.0,60.185
747,18.2,59.975
747,18.4,59.61
747,18.9,60.74
747,19.1,61.98
747,19.3,60.5
759,13.2,71.48
759,13.8,70.04
759,14.0,70.2
759,14.1,71.12
759,14.2,66.65
759,14.8,68.09
759,14.9,63.739999999999995
759,15.0,62.885
759,15.1,62.84
759,15.3,64.38
759,15.7,63.99
759,15.8,65.65
759,15.9,66.23
759,16.0,64.78
760,12.9,67.97
760,13.0,67.17
760,13.8,64.525
760,13.9,64.845
760,14.0,65.58
760,14.1,67.00999999999999
760,14.2,64.49
760,14.7,63.30500000000001
760,14.9,64.38
760,15.1,64
760,15.2,63.33
760,15.8,64.525
760,15.9,66.875
760,16.1,65.17
760,16.7,65.88499999999999
760,16.8,64.57
771,13.0,77.96
771,14.0,68.5
771,14.4,67.57
771,15.0,64.58500000000001
771,15.1,64.82
771,15.6,65.12
771,15.7,65.69
771,15.8,66.93
771,15.9,65.78
771,16.0,68.465
771,16.6,66.025
771,16.8,67.59
771,16.9,66.70500000000001
771,17.0,68.89
775,12.1,68.1
775,13.2,65.43
775,13.8,65.82499999999999
775,14.2,66.715
775,14.7,62.685
775,14.8,62.185
775,15.0,62.535
775,15.2,63.685
775,15.7,61.93
775,15.8,61.75
775,16.2,61.065
775,16.7,62.03
775,16.8,62.92
775,16.9,61.26
775,17.0,61.31
775,17.1,60.3
775,17.2,59.835
775,17.8,62.595
775,17.9,63.54
775,18.8,61.53
775,18.9,61.41
775,19.0,61.73
775,19.9,61.87
776,13.3,71.46
776,14.2,68.23
776,14.3,68.03
776,15.4,64.92
776,16.0,68.58
776,16.1,66.13
776,16.4,65.18
776,16.9,68.15
776,17.0,67.72
776,17.2,67.81
776,17.3,65.84
776,17.4,65.035
776,17.8,69.39
776,17.9,68.58
776,18.0,67.17
776,18.3,65.52
776,18.4,68.18
776,19.0,68.59
776,19.3,71.24
781,13.4,67.77
781,13.5,67.36
781,13.6,67.02
781,13.8,68.32
781,14.3,64.56
781,14.4,67.73
781,14.5,67.89
781,14.6,65.7
781,14.7,67.27000000000001
781,14.8,67.81
781,15.4,65.58500000000001
781,15.5,66.55
781,15.7,64.205
781,15.8,63.54
781,16.4,64.51
781,16.5,65.72
781,16.8,66.73
781,17.4,64.59
781,17.5,65.49
790,14.0,66.08
790,14.1,67.13
790,14.6,66.7
790,14.8,65.04
790,14.9,66.25
790,15.0,66.25
790,15.6,64.57
790,15.7,67.31
790,15.9,64.83
790,16.0,65.285
790,16.1,64.1
790,16.8,65.29
790,17.0,65.74
790,17.1,66.19
790,17.8,66.41
793,13.8,75.95
793,14.4,73.77
793,14.6,75.04
793,14.7,72.52
793,14.8,71.05
793,15.2,73.52
793,15.4,75.13
793,15.5,71.25
793,15.7,70.72
793,15.8,70.17
793,16.3,73.12
793,16.4,72.8
793,16.5,73.93
793,16.7,70.75
793,17.2,71
793,17.3,70.08000000000001
793,17.4,71.505
793,17.5,69.49
793,17.6,69.16
793,17.7,68.91
793,19.5,71.38
794,10.2,83.78
794,11.1,74.945
794,11.2,73.04
794,12.1,68.66499999999999
794,12.2,66.83
794,13.1,65.35499999999999
794,13.2,64.59
794,13.8,63.56
794,14.0,63.325
794,14.1,62.99
794,14.2,62.015
794,15.9,62.09
794,16.9,62.27
796,14.2,66.47
796,14.8,67.13
796,15.1,66.16
796,15.8,66.31
796,15.9,66.16
796,16.0,68.225
796,16.2,65.66499999999999
796,16.9,65.34
796,17.1,64.81
796,17.2,65.41
797,10.9,80.25
797,12.0,76.57
797,13.1,71.325
797,13.7,69.465
797,14.0,68.38499999999999
797,14.1,68.29
797,14.8,66.48
797,15.0,63.765
797,15.1,63.98
797,15.2,64.81
797,15.6,63.93
797,15.8,63.36
797,15.9,64.33
797,16.0,63.67
797,16.1,64.04
797,16.2,64
813,12.0,75.99
813,12.8,71.95
813,13.0,74.07
813,13.7,68.31
813,13.8,69.05
813,14.0,68.44999999999999
813,14.1,66.3
813,14.7,67.1
813,14.8,70.76
813,15.0,69.78
813,15.1,65.97
813,15.5,69.01
813,15.8,65.69
813,16.0,68.34
813,16.1,65.83
815,13.8,71.28
815,14.6,65.78
815,14.7,66.39
815,14.8,67.64
815,15.4,67.53
815,15.5,68.21
815,15.7,66.36
815,16.4,67.04
815,16.6,70.49
815,17.4,70.61
815,18.4,71.04
815,18.7,70.12
815,18.8,70.19
815,19.3,70.87
815,19.7,77.18
819,13.3,67.84
819,13.4,64.78
819,13.6,64.3
819,13.7,63.705
819,14.2,63.97
819,14.3,63.96
819,14.4,64.58000000000001
819,14.6,63.56
819,14.7,63.695
819,15.3,62.68
819,15.4,63.099999999999994
819,15.6,64.46
819,15.7,61.96
819,16.3,61.16
819,16.4,61.91
819,16.6,62.445
819,16.7,62.86
819,16.8,60.94
823,13.8,70.93
823,14.6,72.02
823,15.7,67.05
823,15.8,67.59
823,16.7,66.785
823,16.8,67.12
823,17.4,68.53
823,17.7,66.33
823,17.8,64.86500000000001
823,18.2,66.98
823,18.4,68.18
823,18.8,65.82
823,19.5,65.82
823,19.7,66.3
823,19.8,65.78
825,12.9,68.8
825,13.0,70.12
825,13.7,65.82
825,13.8,65.69
825,14.0,65.46
825,14.1,63.48
825,14.2,66.64
825,14.7,63.405
825,15.0,63.28
825,15.1,63.4
825,15.2,64.19
825,15.6,63.6
825,15.9,64.63
825,16.1,64.465
825,17.1,63.87
825,17.7,67.93
828,12.9,70.28
828,13.5,68.95
828,13.9,65.355
828,14.7,63.67
828,14.9,62.995000000000005
828,15.0,62.56
828,15.7,61.59
828,15.8,63.57
828,15.9,63.3
828,16.0,62.53
828,16.6,64.28
828,16.7,61.84
828,16.9,63.585
828,17.0,62.120000000000005
828,17.6,62.215
835,12.4,64.985
835,12.5,63.85
835,13.2,63.85
835,13.3,62.68
835,13.5,63.075
835,13.6,62.48
835,14.2,63.16
835,14.3,61.93
835,14.5,62.775000000000006
835,14.6,61.435
835,15.2,62.8
835,15.3,62.36
835,15.6,61.805
835,15.7,60.67
835,16.3,61.88
835,16.6,61.21
839,10.6,85.72
839,11.5,76.95
839,11.6,79.27
839,12.5,73.74
839,12.6,71.97
839,14.4,65.24
839,14.6,65.3
839,15.3,62.875
839,15.4,62.675
839,15.5,61.73
839,15.7,61.74
839,16.3,63.135000000000005
839,16.5,61.02
839,16.8,62.19
839,17.3,61.44
839,17.4,60.84
839,17.7,63.224999999999994
839,18.3,62.28
839,18.4,62.25
839,18.7,62.7
845,12.4,73.29
845,12.5,73.125
845,13.2,71.67
845,13.3,70.41
845,13.4,70.32
845,13.6,68.53
845,13.7,71.6
845,14.3,67.78
845,14.4,68.05
845,14.7,67.65
845,15.3,68.95
845,15.4,68.49
845,15.7,67.2
845,16.3,67.99
845,16.4,69.35
845,16.6,67.4
851,12.4,70.31
851,13.3,67.29
851,13.4,64.87
851,14.1,63.775
851,14.2,65.9
851,14.4,62.295
851,14.5,61.85
851,15.0,62.625
851,15.1,61.69
851,15.2,61.91
851,15.4,61.650000000000006
851,15.5,62.31
851,16.1,60.78
851,16.4,61.015
851,16.5,61.17
851,17.0,61.22
851,17.1,63.52
851,17.2,60.12
851,17.3,61.96
851,17.4,62.265
851,17.5,60.09
862,12.0,70.06
862,13.8,66.79
862,13.9,65.14500000000001
862,14.0,65.78
862,14.1,65.39
862,14.5,66.61
862,14.6,64.94
862,14.7,65.1
862,14.8,65.275
862,14.9,65.67
862,15.0,63.495
862,15.6,64.07499999999999
862,15.7,63.625
862,15.9,64.9
862,16.0,65.89500000000001
862,16.5,65.045
862,16.6,64.43
862,16.9,66.1
862,17.0,66.09
863,13.5,68.12
863,13.7,68.155
863,14.0,66.15
863,14.1,65.78
863,14.6,66.1
863,14.7,64.71
863,14.8,65.34
863,15.0,64.59
863,15.1,64.87
863,15.2,63.36
863,15.8,65.83
863,15.9,63.9
863,16.1,62.955
863,16.2,62.16
863,16.7,64.52
863,16.9,63.13
863,17.1,64.76
863,17.7,65.14
863,17.9,65.7
863,18.1,66.15
863,19.0,68.12
864,14.2,65.435
864,14.3,65.7
864,14.8,65.23
864,14.9,64.25
864,15.0,63.465
864,15.3,63.515
864,15.8,67.36500000000001
864,15.9,69.14
864,16.0,64.65
864,16.2,67.71
864,16.3,63.305
864,16.9,64.035
864,17.0,64.415
864,17.2,64.15
864,17.9,69.43
873,11.3,78.06
873,11.5,74.71
873,11.7,75.435
873,11.8,71.45
873,12.3,77
873,12.4,74.07
873,12.5,72.63
873,12.7,74.38
873,12.8,71.78
873,13.4,71.7
873,13.5,71.66
873,13.6,70.88
873,13.7,72.25
873,13.8,71.1
873,15.3,76.05
873,15.4,76.26
873,15.8,75.1
873,16.3,71.06
873,16.5,73.19
873,16.7,74.88
873,16.8,75.14
873,18.3,73.35
873,19.3,73.26
873,19.6,75.28
885,15.2,65.47999999999999
885,15.8,62.165
885,16.0,61.77
885,16.1,61.5
885,16.2,62.28
885,16.3,61.27
885,16.7,60.89
885,16.8,61.5
885,16.9,60.105000000000004
885,17.0,59.55
885,17.1,60.01
885,17.2,61.04
885,17.3,59.980000000000004
885,17.8,60.47
885,17.9,60.47
885,18.0,60.75
885,18.1,59.38
885,18.2,61.44
885,18.8,62.18
885,18.9,61.89
885,19.1,61.23
885,19.2,63.03
885,19.6,66.25
885,19.8,64.58
891,14.1,68.45
891,14.2,69.21
891,14.8,67.41
891,15.1,67.26
891,15.2,68.22
891,15.7,66.38
891,15.9,66.575
891,16.1,65.44
891,16.7,66.89
891,16.8,66.98
891,16.9,66.35
891,17.1,65.65
891,17.2,65.36
903,12.6,69.5
903,13.1,68.18
903,13.2,67.7
903,14.1,67.9
903,14.3,68.54
903,15.1,67.37
903,15.2,68.61
903,15.4,67.81
903,15.6,66.93
903,16.2,67.68
903,16.4,65.85
903,16.6,65.19
903,17.2,64.76
903,17.3,65.52
903,17.5,66.25
903,18.0,66.83
903,18.2,65.86
903,18.3,65.47
903,18.6,69.63
905,13.9,65.055
905,14.5,65.26
905,14.8,62.94
905,14.9,65.62
905,15.0,62.52
905,15.4,61.12
905,15.5,62.24
905,15.6,62.065
905,15.9,63.115
905,16.0,61.88
905,16.9,68.95
905,17.6,65.34
905,17.9,69.82
905,18.6,64
905,18.7,63.84
905,18.9,67.43
905,19.5,65.08
908,13.9,66.76
908,14.0,64.68
908,14.4,66.745
908,14.5,66.81
908,14.6,67.36
908,14.7,67.18
908,15.0,66.215
908,15.7,66.305
908,16.0,64.34
908,16.5,65.23
908,16.6,65.84
908,16.7,64.135
908,16.9,64.71
908,17.0,62.8
908,17.6,67.25
908,17.7,63.825
913,10.7,79.615
913,11.3,73.34
913,11.5,72.1
913,11.6,71.08
913,11.7,72.55
913,12.3,68.4
913,12.7,66.47999999999999
913,12.8,66.36
913,12.9,64.38
913,13.5,64.56
913,13.6,64.625
913,13.8,64.88
913,13.9,62.650000000000006
913,14.0,62.22
913,14.6,61.56
913,14.7,61.14
913,14.8,62.075
913,15.0,62.14
913,15.5,61.74
913,15.6,61.295
913,15.7,60.16
913,16.0,60.84
913,16.6,60.305
913,16.9,60.82
913,17.0,59.74
913,17.5,59.91
913,17.6,59.625
913,17.7,58.84
913,17.9,60.405
916,13.3,69.21
916,13.4,69.61
916,13.5,68.96
916,13.8,68.495
916,14.3,67.345
916,14.5,68.34
916,14.7,64.24
916,14.8,64.175
916,15.3,65.10499999999999
916,15.5,64.53999999999999
916,15.7,63.129999999999995
916,15.8,63.644999999999996
916,16.4,63.195
916,16.7,61.900000000000006
916,16.8,62.989999999999995
916,17.4,63.86
916,17.5,63.34
916,17.7,62.425
916,17.8,62.385
916,18.3,63.03
916,18.5,62.38
926,10.2,87.58000000000001
926,12.3,69.07
926,13.3,66.69
926,14.0,64.9
926,14.1,63.43
926,14.2,61.365
926,14.3,62.675
926,14.4,62.055
926,14.9,62.235
926,15.0,61.745
926,15.1,61.55
926,15.3,62.195
926,15.4,61.835
926,16.0,62.535
926,16.1,61.445
926,16.3,61.165000000000006
926,16.4,61.769999999999996
926,16.5,60
930,12.4,74.26
930,13.2,69.19
930,13.4,70.06
930,14.1,67.14
930,14.2,65.46
930,14.4,66.62
930,15.1,66.62
930,15.2,64.8
930,15.3,66.38
930,15.4,65.66
930,16.1,66.66
930,16.4,65.3
930,17.1,66.37
934,13.3,65
934,13.9,65.55
934,14.3,63.91
934,14.9,62.629999999999995
934,15.1,63.84
934,15.2,64.07
934,15.3,64.83
934,15.9,63.19
934,16.0,62.65
934,16.3,65.28999999999999
934,16.9,64.5
934,17.0,64.26
934,17.3,63.875
936,12.2,72.63
936,13.1,68.38499999999999
936,13.2,68.61
936,13.8,67.03
936,14.0,67.93
936,14.2,67.75
936,14.3,66.155
936,14.8,66.45
936,14.9,65.99000000000001
936,15.0,66.2
936,15.2,65.98
936,15.3,65.68
936,16.0,67.84
936,16.1,68.47
936,16.3,69.41
936,17.3,67.66999999999999
936,18.1,67.27
944,12.2,77.58
944,12.9,70.89
944,13.0,71.9
944,13.2,72.42
944,13.8,71.19
944,13.9,69.63
944,14.2,69.16
944,14.8,68.47
944,14.9,69.58500000000001
944,15.1,68.84
944,15.2,68.18
944,15.8,71.59
944,16.2,71.735
944,16.8,70.63
944,16.9,68.91499999999999
944,17.1,70.76
944,17.2,70.35
944,17.8,70.72
944,17.9,69.21
944,18.1,67.31
944,18.9,67.05
944,19.1,66.89
944,19.8,68.9
949,14.7,63.19
949,14.8,65.7
949,14.9,66.49
949,15.4,65.56
949,15.5,65.12
949,15.7,64.18
949,15.9,62.175
949,16.3,62.34
949,16.4,62.49
949,16.5,62.29
949,16.7,60.72
949,16.8,63.27
949,16.9,60.12
949,17.5,62.41
949,17.8,61.44
949,18.5,63.12
949,18.7,61.14
949,18.9,61.15
949,19.7,58.584999999999994
954,11.8,80.82
954,12.6,76.83
954,13.7,68.49
954,14.4,69.13
954,14.5,64.03
954,14.7,64.08
954,14.8,64.2
