TaskID,Input1,Output8_1,Output16_1,Dataframe
183,57,1239.0,1603.0,Train
183,58,1491.0,1660.0,Train
183,59,1471.0,1686.0,Train
183,60,1537.0,1488.0,Train
183,61,1386.0,1481.0,Train
183,62,1470.0,1516.0,Train
183,63,1329.0,1587.0,Train
183,64,1322.0,1548.0,Train
183,65,1308.0,1497.0,Train
183,66,1379.0,1133.0,Train
183,67,1400.0,1325.0,Train
183,68,1508.0,1507.0,Train
183,69,1322.0,1462.0,Train
183,70,1356.0,1506.0,Train
183,71,1319.0,1426.0,Train
184,0,1244.0,1261.0,Train
184,1,1082.0,1133.0,Train
184,2,992.0,1032.0,Train
184,3,1089.0,993.0,Train
184,4,1002.0,1020.0,Train
184,5,1029.0,1011.0,Train
184,6,855.0,880.0,Train
184,7,982.0,1190.0,Train
184,8,1113.0,1398.0,Train
184,9,1315.0,1437.0,Train
184,10,1385.0,1425.0,Train
184,11,1353.0,1399.0,Train
184,12,1403.0,1398.0,Train
184,13,1360.0,1306.0,Train
184,14,1318.0,1373.0,Train
184,15,1295.0,1226.0,Train
184,16,1285.0,1314.0,Train
184,17,1265.0,1231.0,Train
184,18,1268.0,1123.0,Train
184,19,1474.0,1161.0,Train
184,20,1558.0,1398.0,Train
184,21,1319.0,1629.0,Train
184,22,1288.0,1792.0,Train
184,23,1281.0,1753.0,Train
184,24,1180.0,1516.0,Train
184,25,1069.0,1411.0,Train
184,26,1069.0,1277.0,Train
184,27,1042.0,1245.0,Train
184,28,1019.0,1223.0,Train
184,29,1026.0,1200.0,Train
184,30,911.0,952.0,Train
184,31,1100.0,1043.0,Train
184,32,972.0,1225.0,Train
184,33,1053.0,1309.0,Train
184,34,1170.0,1411.0,Train
184,35,1160.0,1462.0,Train
184,36,1190.0,1383.0,Train
184,37,1146.0,1130.0,Train
184,38,1123.0,1181.0,Train
184,39,1099.0,1162.0,Train
184,40,1117.0,1028.0,Train
184,41,1065.0,954.0,Train
184,42,1153.0,1037.0,Train
184,43,1288.0,1292.0,Train
184,44,1423.0,1596.0,Train
184,45,1500.0,1666.0,Train
184,46,1430.0,1705.0,Train
184,47,1289.0,1673.0,Train
184,48,1144.0,1383.0,Train
184,49,1009.0,1152.0,Train
184,50,978.0,1021.0,Train
184,51,1052.0,996.0,Train
184,52,918.0,1011.0,Train
184,53,1003.0,1047.0,Train
184,54,807.0,913.0,Train
184,55,917.0,1142.0,Train
184,56,996.0,1728.0,Train
184,57,1187.0,1880.0,Train
184,58,1494.0,1829.0,Train
184,59,1558.0,1772.0,Train
184,60,1538.0,1533.0,Train
184,61,1461.0,1433.0,Train
184,62,1265.0,1564.0,Train
184,63,1301.0,1497.0,Train
184,64,1295.0,1574.0,Train
184,65,1279.0,1507.0,Train
184,66,1380.0,1446.0,Train
184,67,1510.0,1369.0,Train
184,68,1456.0,1510.0,Train
184,69,1402.0,1602.0,Train
184,70,1403.0,1573.0,Train
184,71,1381.0,1485.0,Train
185,0,1191.0,1244.0,Train
185,1,1035.0,1027.0,Train
185,2,988.0,957.0,Train
185,3,1083.0,929.0,Train
185,4,927.0,998.0,Train
185,5,978.0,961.0,Train
185,6,867.0,862.0,Train
185,7,1003.0,1062.0,Train
185,8,1022.0,1724.0,Train
185,9,1316.0,1687.0,Train
185,10,1406.0,1698.0,Train
185,11,1432.0,1644.0,Train
185,12,1453.0,1353.0,Train
185,13,1369.0,1290.0,Train
185,14,1335.0,1517.0,Train
185,15,1325.0,1526.0,Train
185,16,1211.0,1560.0,Train
185,17,1312.0,1444.0,Train
185,18,1382.0,1354.0,Train
185,19,1474.0,1459.0,Train
185,20,1520.0,1487.0,Train
185,21,1248.0,1392.0,Train
185,22,1366.0,1411.0,Train
185,23,1335.0,1286.0,Train
185,24,1152.0,1084.0,Train
185,25,1005.0,899.0,Train
185,26,844.0,820.0,Train
185,27,1001.0,794.0,Train
185,28,840.0,864.0,Train
185,29,868.0,903.0,Train
185,30,773.0,820.0,Train
185,31,918.0,1088.0,Train
185,32,1008.0,1664.0,Train
185,33,1127.0,1705.0,Train
185,34,1319.0,1551.0,Train
185,35,1402.0,1587.0,Train
185,36,1432.0,1257.0,Train
185,37,1183.0,1324.0,Train
185,38,1151.0,1395.0,Train
185,39,1170.0,1351.0,Train
185,40,1143.0,1341.0,Train
185,41,1170.0,1297.0,Train
185,42,1282.0,1143.0,Train
185,43,1422.0,1203.0,Train
185,44,1332.0,1555.0,Train
185,45,1191.0,1503.0,Train
185,46,1247.0,1424.0,Train
185,47,1164.0,1315.0,Train
185,48,988.0,1090.0,Train
185,49,915.0,935.0,Train
185,50,837.0,909.0,Train
185,51,996.0,913.0,Train
185,52,851.0,980.0,Train
185,53,908.0,978.0,Train
185,54,776.0,890.0,Train
185,55,938.0,1133.0,Train
185,56,945.0,1659.0,Train
185,57,1083.0,1660.0,Train
185,58,1258.0,1664.0,Train
185,59,1242.0,1653.0,Train
185,60,1208.0,1382.0,Train
185,61,1127.0,1315.0,Train
185,62,1120.0,1443.0,Train
185,63,1188.0,1238.0,Train
185,64,1080.0,1267.0,Train
185,65,1106.0,1168.0,Train
185,66,1113.0,1130.0,Train
185,67,1235.0,1303.0,Train
185,68,1267.0,1599.0,Train
185,69,1213.0,1660.0,Train
185,70,1231.0,1577.0,Train
185,71,1220.0,1431.0,Train
186,0,989.0,1209.0,Train
186,1,891.0,1057.0,Train
186,2,844.0,1069.0,Train
186,3,985.0,1012.0,Train
186,4,830.0,1069.0,Train
186,5,857.0,1087.0,Train
186,6,770.0,1034.0,Train
186,7,848.0,1255.0,Train
186,8,944.0,1881.0,Train
186,9,1154.0,1881.0,Train
186,10,1339.0,1663.0,Train
186,11,1254.0,1727.0,Train
186,12,1359.0,1404.0,Train
186,13,1217.0,1347.0,Train
186,14,1049.0,1522.0,Train
186,15,1110.0,1453.0,Train
186,16,1052.0,1382.0,Train
186,17,1040.0,1363.0,Train
186,18,1174.0,1158.0,Train
186,19,1339.0,1181.0,Train
186,20,1153.0,1161.0,Train
186,21,1056.0,1388.0,Train
186,22,1154.0,1544.0,Train
186,23,1133.0,1367.0,Train
186,24,1019.0,1149.0,Train
186,25,1003.0,1027.0,Train
186,26,955.0,932.0,Train
186,27,1053.0,893.0,Train
186,28,868.0,992.0,Train
186,29,911.0,1021.0,Train
186,30,759.0,880.0,Train
186,31,824.0,868.0,Train
186,32,962.0,1015.0,Train
186,33,1036.0,1012.0,Train
186,34,1078.0,1018.0,Train
186,35,1140.0,1015.0,Train
186,36,1294.0,900.0,Train
186,37,1185.0,824.0,Train
186,38,1232.0,826.0,Train
186,39,1254.0,734.0,Train
186,40,1130.0,810.0,Train
186,41,1059.0,775.0,Train
186,42,1140.0,696.0,Train
186,43,1272.0,810.0,Train
186,44,1079.0,951.0,Train
186,45,952.0,1072.0,Train
186,46,988.0,1120.0,Train
186,47,921.0,1031.0,Train
186,48,910.0,843.0,Train
186,49,895.0,747.0,Train
186,50,810.0,704.0,Train
186,51,945.0,663.0,Train
186,52,888.0,727.0,Train
186,53,854.0,705.0,Train
186,54,699.0,592.0,Train
186,55,750.0,660.0,Train
186,56,807.0,797.0,Train
186,57,819.0,824.0,Train
186,58,966.0,813.0,Train
186,59,1076.0,887.0,Train
186,60,1157.0,1040.0,Train
186,61,958.0,872.0,Train
186,62,874.0,868.0,Train
186,63,844.0,856.0,Train
186,64,831.0,819.0,Train
186,65,874.0,778.0,Train
186,66,912.0,788.0,Train
186,67,1062.0,938.0,Train
186,68,1309.0,1034.0,Train
186,69,1032.0,1200.0,Train
186,70,1100.0,1293.0,Train
186,71,965.0,1126.0,Train
187,0,894.0,880.0,Train
187,1,861.0,712.0,Train
187,2,786.0,634.0,Train
187,3,921.0,635.0,Train
187,4,767.0,690.0,Train
187,5,814.0,711.0,Train
187,6,685.0,615.0,Train
187,7,790.0,718.0,Train
187,8,841.0,1225.0,Train
187,9,961.0,1338.0,Train
187,10,1218.0,1290.0,Train
187,11,1268.0,1338.0,Train
187,12,1144.0,1111.0,Train
187,13,1180.0,1139.0,Train
187,14,1077.0,1283.0,Train
187,15,1026.0,1188.0,Train
187,16,1055.0,1113.0,Train
187,17,1069.0,1059.0,Train
187,18,1066.0,928.0,Train
187,19,1104.0,1284.0,Train
187,20,1248.0,1463.0,Train
187,21,1207.0,1578.0,Train
187,22,1247.0,1596.0,Train
187,23,1123.0,1552.0,Train
187,24,955.0,1232.0,Train
187,25,880.0,1060.0,Train
187,26,804.0,997.0,Train
187,27,992.0,1005.0,Train
187,28,881.0,1059.0,Train
187,29,894.0,1075.0,Train
187,30,773.0,964.0,Train
187,31,855.0,922.0,Train
187,32,871.0,1379.0,Train
187,33,935.0,1530.0,Train
187,34,1092.0,1450.0,Train
187,35,1151.0,1474.0,Train
187,36,1329.0,1251.0,Train
187,37,1174.0,1293.0,Train
187,38,1191.0,1305.0,Train
187,39,1137.0,1242.0,Train
187,40,1157.0,1245.0,Train
187,41,1210.0,1287.0,Train
187,42,1200.0,1255.0,Train
187,43,1345.0,1389.0,Train
187,44,1399.0,1443.0,Train
187,45,1139.0,1590.0,Train
187,46,1129.0,1628.0,Train
187,47,1124.0,1520.0,Train
187,48,982.0,1256.0,Train
187,49,903.0,1098.0,Train
187,50,834.0,1009.0,Train
187,51,952.0,999.0,Train
187,52,851.0,1079.0,Train
187,53,866.0,1082.0,Train
187,54,749.0,1001.0,Train
187,55,806.0,1028.0,Train
187,56,965.0,1487.0,Train
187,57,1042.0,1437.0,Train
187,58,1222.0,1321.0,Train
187,59,1312.0,1309.0,Train
187,60,1292.0,1210.0,Train
187,61,1258.0,1215.0,Train
187,62,1134.0,1354.0,Train
187,63,1127.0,1328.0,Train
187,64,1110.0,1252.0,Train
187,65,1120.0,1239.0,Train
187,66,1370.0,1268.0,Train
187,67,1473.0,1354.0,Train
187,68,1351.0,1414.0,Train
187,69,1190.0,1556.0,Train
187,70,1229.0,1554.0,Train
187,71,1090.0,1506.0,Train
188,0,999.0,1235.0,Train
188,1,925.0,958.0,Train
188,2,844.0,894.0,Train
188,3,934.0,884.0,Train
188,4,861.0,954.0,Train
188,5,941.0,980.0,Train
188,6,760.0,853.0,Train
188,7,898.0,1011.0,Train
188,8,951.0,1589.0,Train
188,9,1079.0,1675.0,Train
188,10,1238.0,1490.0,Train
188,11,1261.0,1555.0,Train
188,12,1285.0,1493.0,Train
188,13,1190.0,1386.0,Train
188,14,1153.0,1501.0,Train
188,15,1127.0,1439.0,Train
188,16,1082.0,1427.0,Train
188,17,1063.0,1376.0,Train
188,18,1137.0,1228.0,Train
188,19,1345.0,1322.0,Train
188,20,1265.0,1446.0,Train
188,21,1181.0,1586.0,Train
188,22,1190.0,1603.0,Train
188,23,1143.0,1341.0,Train
188,24,979.0,1162.0,Train
188,25,897.0,973.0,Train
188,26,841.0,903.0,Train
188,27,947.0,890.0,Train
188,28,861.0,935.0,Train
188,29,922.0,979.0,Train
188,30,726.0,847.0,Train
188,31,814.0,1111.0,Train
188,32,979.0,1404.0,Train
188,33,1100.0,1397.0,Train
188,34,1262.0,1428.0,Train
188,35,1292.0,1482.0,Train
188,36,1339.0,1351.0,Train
188,37,1255.0,1458.0,Train
188,38,1286.0,1625.0,Train
188,39,1160.0,1424.0,Train
188,40,1154.0,1372.0,Train
188,41,1109.0,1337.0,Train
188,42,1211.0,1139.0,Train
188,43,1342.0,1274.0,Train
188,44,1262.0,1517.0,Train
188,45,1079.0,1401.0,Train
188,46,1217.0,1478.0,Train
188,47,1148.0,1309.0,Train
188,48,1012.0,1114.0,Train
188,49,911.0,947.0,Train
188,50,848.0,906.0,Train
188,51,969.0,881.0,Train
188,52,851.0,866.0,Train
188,53,904.0,846.0,Train
188,54,760.0,765.0,Train
188,55,904.0,822.0,Train
188,56,911.0,925.0,Train
188,57,995.0,875.0,Train
188,58,1096.0,966.0,Train
188,59,1123.0,1059.0,Train
188,60,1215.0,960.0,Train
188,61,1134.0,797.0,Train
188,62,1113.0,852.0,Train
188,63,1221.0,989.0,Train
188,64,1167.0,967.0,Train
188,65,1221.0,941.0,Train
188,66,1134.0,1011.0,Train
188,67,1333.0,1101.0,Train
188,68,1386.0,1226.0,Train
188,69,1076.0,1197.0,Train
188,70,1099.0,1334.0,Train
188,71,1039.0,1404.0,Train
189,0,1015.0,1220.0,Train
189,1,941.0,862.0,Train
189,2,833.0,779.0,Train
189,3,817.0,782.0,Train
189,4,867.0,820.0,Train
189,5,917.0,807.0,Train
189,6,736.0,698.0,Train
189,7,783.0,708.0,Train
189,8,790.0,874.0,Train
189,9,861.0,878.0,Train
189,10,1033.0,900.0,Train
189,11,1012.0,1040.0,Train
189,12,1098.0,913.0,Train
189,13,914.0,768.0,Train
189,14,804.0,772.0,Train
189,15,939.0,756.0,Train
189,16,959.0,641.0,Train
189,17,845.0,679.0,Train
189,18,1019.0,570.0,Train
189,19,1049.0,842.0,Train
189,20,1130.0,1111.0,Train
189,21,1039.0,1421.0,Train
189,22,1062.0,1459.0,Train
189,23,959.0,1344.0,Train
189,24,908.0,1085.0,Train
189,25,841.0,862.0,Train
189,26,736.0,743.0,Train
189,27,914.0,743.0,Train
189,28,784.0,797.0,Train
189,29,824.0,788.0,Train
189,30,678.0,710.0,Train
189,31,740.0,785.0,Train
189,32,843.0,1417.0,Train
189,33,1066.0,1516.0,Train
189,34,1194.0,1430.0,Train
189,35,1232.0,1513.0,Train
189,36,1133.0,1366.0,Train
189,37,1080.0,1399.0,Train
189,38,965.0,1482.0,Train
189,39,1015.0,1321.0,Train
189,40,1013.0,1264.0,Train
189,41,1059.0,1306.0,Train
189,42,1072.0,1248.0,Train
189,43,1157.0,1337.0,Train
189,44,1278.0,1412.0,Train
189,45,1120.0,1402.0,Train
189,46,1156.0,1334.0,Train
189,47,1065.0,1427.0,Train
189,48,894.0,1149.0,Train
189,49,807.0,916.0,Train
189,50,762.0,887.0,Train
189,51,924.0,890.0,Train
189,52,821.0,973.0,Train
189,53,851.0,961.0,Train
189,54,693.0,890.0,Train
189,55,826.0,999.0,Train
189,56,965.0,1404.0,Train
189,57,1045.0,1327.0,Train
189,58,1207.0,1452.0,Train
189,59,1191.0,1548.0,Train
189,60,1328.0,1351.0,Train
189,61,1197.0,1292.0,Train
189,62,1120.0,1440.0,Train
189,63,1060.0,1488.0,Train
189,64,1028.0,1341.0,Train
189,65,1136.0,1305.0,Train
189,66,1177.0,1270.0,Train
189,67,1376.0,1411.0,Train
189,68,1352.0,1443.0,Train
189,69,1106.0,1536.0,Train
189,70,1136.0,1646.0,Train
189,71,1066.0,1536.0,Train
190,0,938.0,1242.0,Train
190,1,821.0,1025.0,Train
190,2,782.0,919.0,Train
190,3,925.0,887.0,Train
190,4,810.0,967.0,Train
190,5,794.0,986.0,Train
190,6,652.0,935.0,Train
190,7,792.0,983.0,Train
190,8,1002.0,1446.0,Train
190,9,1227.0,1537.0,Train
190,10,1339.0,1501.0,Train
190,11,1328.0,1560.0,Train
190,12,1237.0,1366.0,Train
190,13,1187.0,1226.0,Train
190,14,1089.0,1319.0,Train
190,15,1154.0,1286.0,Train
190,16,1122.0,1296.0,Train
190,17,1060.0,1193.0,Train
190,18,1106.0,1162.0,Train
190,19,1359.0,1455.0,Train
190,20,1261.0,1584.0,Train
190,21,1106.0,1535.0,Train
190,22,1184.0,1580.0,Train
190,23,1130.0,1437.0,Train
190,24,973.0,1133.0,Train
190,25,870.0,1018.0,Train
190,26,800.0,993.0,Train
190,27,971.0,1021.0,Train
190,28,868.0,995.0,Train
190,29,904.0,881.0,Train
190,30,757.0,871.0,Train
190,31,863.0,1005.0,Train
190,32,938.0,1497.0,Train
190,33,1106.0,1512.0,Train
190,34,1194.0,1405.0,Train
190,35,1328.0,1586.0,Train
190,36,1238.0,1385.0,Train
190,37,1151.0,1440.0,Train
190,38,1136.0,1630.0,Train
190,39,1109.0,1526.0,Train
190,40,1062.0,1478.0,Train
190,41,1130.0,1316.0,Train
190,42,1221.0,1277.0,Train
190,43,1329.0,1229.0,Train
190,44,1221.0,1293.0,Train
190,45,1083.0,1357.0,Train
190,46,1120.0,1436.0,Train
190,47,1031.0,1322.0,Train
190,48,941.0,951.0,Train
190,49,887.0,762.0,Train
190,50,821.0,728.0,Train
190,51,937.0,708.0,Train
190,52,830.0,765.0,Train
190,53,887.0,756.0,Train
190,54,702.0,724.0,Train
190,55,767.0,858.0,Train
190,56,955.0,1366.0,Train
190,57,1117.0,1430.0,Train
190,58,1298.0,1462.0,Train
190,59,1343.0,1391.0,Train
190,60,1308.0,1213.0,Train
190,61,1197.0,1232.0,Train
190,62,1104.0,1465.0,Train
190,63,1048.0,1504.0,Train
190,64,1217.0,1236.0,Train
190,65,1110.0,1060.0,Train
190,66,1285.0,997.0,Train
190,67,1316.0,1091.0,Train
190,68,1151.0,1162.0,Train
190,69,1012.0,1265.0,Train
190,70,1119.0,1418.0,Train
190,71,1086.0,1341.0,Train
191,0,1035.0,1076.0,Train
191,1,952.0,856.0,Train
191,2,824.0,829.0,Train
191,3,988.0,807.0,Train
191,4,786.0,816.0,Train
191,5,898.0,791.0,Train
191,6,738.0,673.0,Train
191,7,773.0,699.0,Train
191,8,982.0,999.0,Train
191,9,1134.0,1193.0,Train
191,10,1177.0,1300.0,Train
191,11,1174.0,1396.0,Train
191,12,1313.0,1354.0,Train
191,13,1150.0,1168.0,Train
191,14,1144.0,1185.0,Train
191,15,1070.0,1025.0,Train
191,16,1049.0,1017.0,Train
191,17,1082.0,1081.0,Train
191,18,1163.0,938.0,Train
191,19,1161.0,1127.0,Train
191,20,1164.0,1304.0,Train
191,21,1014.0,1289.0,Train
191,22,981.0,1171.0,Train
191,23,915.0,1129.0,Train
191,24,907.0,836.0,Train
191,25,894.0,708.0,Train
191,26,871.0,609.0,Train
191,27,965.0,593.0,Train
191,28,884.0,647.0,Train
191,29,860.0,638.0,Train
191,30,698.0,545.0,Train
191,31,745.0,564.0,Train
191,32,816.0,704.0,Train
191,33,853.0,724.0,Train
191,34,988.0,877.0,Train
191,35,959.0,1101.0,Train
191,36,1009.0,1047.0,Train
191,37,898.0,948.0,Train
191,38,797.0,968.0,Train
191,39,807.0,852.0,Train
191,40,816.0,770.0,Train
191,41,898.0,679.0,Train
191,42,959.0,712.0,Train
191,43,958.0,839.0,Train
191,44,1069.0,984.0,Train
191,45,1056.0,1041.0,Train
191,46,1082.0,1110.0,Train
191,47,1009.0,1018.0,Train
191,48,875.0,743.0,Train
191,49,786.0,615.0,Train
191,50,740.0,551.0,Train
191,51,897.0,532.0,Train
191,52,777.0,606.0,Train
191,53,807.0,589.0,Train
191,54,702.0,545.0,Train
191,55,756.0,611.0,Train
191,56,901.0,1049.0,Train
191,57,1023.0,1121.0,Train
191,58,1227.0,1196.0,Train
191,59,1221.0,1271.0,Train
191,60,1251.0,1124.0,Train
191,61,1158.0,1095.0,Train
191,62,1046.0,1175.0,Train
191,63,1069.0,1068.0,Train
191,64,955.0,986.0,Train
191,65,1150.0,929.0,Train
191,66,1137.0,840.0,Train
191,67,1278.0,979.0,Train
191,68,1349.0,1200.0,Train
191,69,1147.0,1152.0,Train
191,70,1187.0,1270.0,Train
191,71,1124.0,1067.0,Train
192,0,972.0,805.0,Train
192,1,897.0,647.0,Train
192,2,810.0,525.0,Train
192,3,917.0,503.0,Train
192,4,763.0,577.0,Train
192,5,790.0,574.0,Train
192,6,737.0,557.0,Train
192,7,801.0,647.0,Train
192,8,949.0,1017.0,Train
192,9,1144.0,1040.0,Train
192,10,1235.0,1119.0,Train
192,11,1163.0,1210.0,Train
192,12,1258.0,976.0,Train
192,13,1164.0,1139.0,Train
192,14,1191.0,1252.0,Train
192,15,1291.0,1034.0,Train
192,16,1295.0,967.0,Train
192,17,1221.0,983.0,Train
192,18,1208.0,887.0,Train
192,19,1369.0,1044.0,Train
192,20,1304.0,1143.0,Train
192,21,1123.0,1226.0,Train
192,22,1170.0,1244.0,Train
192,23,1109.0,1124.0,Train
192,24,924.0,801.0,Train
192,25,884.0,616.0,Train
192,26,797.0,532.0,Train
192,27,876.0,542.0,Train
192,28,807.0,587.0,Train
192,29,900.0,625.0,Train
192,30,736.0,592.0,Train
192,31,833.0,753.0,Train
192,32,932.0,1257.0,Train
192,33,1251.0,1146.0,Train
192,34,1298.0,1062.0,Train
192,35,1255.0,1129.0,Train
192,36,1366.0,1046.0,Train
192,37,1248.0,1130.0,Train
192,38,1203.0,1203.0,Train
192,39,1329.0,1174.0,Train
192,40,1134.0,1136.0,Train
192,41,1174.0,1126.0,Train
192,42,1220.0,1002.0,Train
192,43,1298.0,1060.0,Train
192,44,1302.0,1264.0,Train
192,45,1170.0,1276.0,Train
192,46,1194.0,1238.0,Train
192,47,1103.0,1133.0,Train
192,48,935.0,849.0,Train
192,49,884.0,660.0,Train
192,50,814.0,564.0,Train
192,51,971.0,574.0,Train
192,52,860.0,612.0,Train
192,53,901.0,596.0,Train
192,54,800.0,609.0,Train
192,55,837.0,743.0,Train
192,56,952.0,1411.0,Train
192,57,1140.0,1318.0,Train
192,58,1242.0,1254.0,Train
192,59,1339.0,1348.0,Train
192,60,1431.0,1239.0,Train
192,61,1285.0,1305.0,Train
192,62,1187.0,1386.0,Train
192,63,1130.0,1335.0,Train
192,64,1167.0,1171.0,Train
192,65,1126.0,1133.0,Train
192,66,1194.0,1127.0,Train
192,67,1305.0,1059.0,Train
192,68,1424.0,1347.0,Train
192,69,1215.0,1484.0,Train
192,70,1228.0,1369.0,Train
192,71,1200.0,1242.0,Train
193,0,1016.0,967.0,Train
193,1,890.0,785.0,Train
193,2,811.0,753.0,Train
193,3,955.0,683.0,Train
193,4,837.0,731.0,Train
193,5,867.0,737.0,Train
193,6,784.0,723.0,Train
193,7,830.0,807.0,Train
193,8,1019.0,1286.0,Train
193,9,1302.0,1337.0,Train
193,10,1321.0,1513.0,Train
193,11,1413.0,1637.0,Train
193,12,1405.0,1357.0,Train
193,13,1282.0,1302.0,Train
193,14,1190.0,1497.0,Train
193,15,1154.0,1462.0,Train
193,16,1228.0,1453.0,Train
193,17,1190.0,1277.0,Train
193,18,1281.0,1287.0,Train
193,19,1311.0,1497.0,Train
193,20,1170.0,1445.0,Train
193,21,1042.0,1644.0,Train
193,22,1144.0,1647.0,Train
193,23,1224.0,1497.0,Train
193,24,1126.0,1264.0,Train
193,25,942.0,1125.0,Train
193,26,854.0,967.0,Train
193,27,928.0,919.0,Train
193,28,834.0,977.0,Train
193,29,891.0,945.0,Train
193,30,757.0,782.0,Train
193,31,845.0,810.0,Train
193,32,955.0,928.0,Train
193,33,1042.0,938.0,Train
193,34,1228.0,1120.0,Train
193,35,1251.0,1231.0,Train
193,36,1274.0,1271.0,Train
193,37,1170.0,1033.0,Train
193,38,1146.0,961.0,Train
193,39,1157.0,944.0,Train
193,40,1099.0,878.0,Train
193,41,972.0,855.0,Train
193,42,1053.0,1086.0,Train
193,43,1180.0,1180.0,Train
193,44,1278.0,1228.0,Train
193,45,1160.0,1609.0,Train
193,46,1073.0,1778.0,Train
193,47,1072.0,1541.0,Train
193,48,1031.0,1420.0,Train
193,49,914.0,1433.0,Train
193,50,838.0,1274.0,Train
193,51,800.0,951.0,Train
193,52,905.0,832.0,Train
193,53,898.0,766.0,Train
193,54,729.0,644.0,Train
193,55,777.0,673.0,Train
193,56,817.0,820.0,Train
193,57,897.0,939.0,Train
193,58,1100.0,1002.0,Train
193,59,1062.0,1041.0,Train
193,60,1093.0,1027.0,Train
193,61,969.0,920.0,Train
193,62,903.0,951.0,Train
193,63,877.0,1014.0,Train
193,64,880.0,867.0,Train
193,65,871.0,746.0,Train
193,66,911.0,705.0,Train
193,67,1005.0,881.0,Train
193,68,1154.0,1059.0,Train
193,69,1113.0,1219.0,Train
193,70,1129.0,1181.0,Train
193,71,1055.0,1066.0,Train
194,0,935.0,801.0,Train
194,1,826.0,702.0,Train
194,2,743.0,590.0,Train
194,3,932.0,564.0,Train
194,4,780.0,621.0,Train
194,5,820.0,574.0,Train
194,6,739.0,481.0,Train
194,7,801.0,619.0,Train
194,8,898.0,1078.0,Train
194,9,1009.0,1155.0,Train
194,10,1208.0,1110.0,Train
194,11,1251.0,1328.0,Train
194,12,1315.0,1092.0,Train
194,13,1154.0,1114.0,Train
194,14,1106.0,1236.0,Train
194,15,1097.0,1206.0,Train
194,16,1082.0,1312.0,Train
194,17,1127.0,1261.0,Train
194,18,1254.0,1172.0,Train
194,19,1244.0,1292.0,Train
194,20,1172.0,1452.0,Train
194,21,1150.0,1603.0,Train
194,22,1143.0,1580.0,Train
194,23,1066.0,1456.0,Train
194,24,942.0,1203.0,Train
194,25,875.0,1024.0,Train
194,26,817.0,942.0,Train
194,27,965.0,920.0,Train
194,28,894.0,1005.0,Train
194,29,904.0,996.0,Train
194,30,776.0,939.0,Train
194,31,786.0,941.0,Train
194,32,982.0,1437.0,Train
194,33,1153.0,1440.0,Train
194,34,1305.0,1507.0,Train
194,35,1255.0,1507.0,Train
194,36,1423.0,1338.0,Train
194,37,1440.0,1311.0,Train
194,38,1255.0,1341.0,Train
194,39,1180.0,1337.0,Train
194,40,1156.0,1139.0,Train
194,41,1194.0,1261.0,Train
194,42,1224.0,1158.0,Train
194,43,1345.0,1312.0,Train
194,44,1298.0,1346.0,Train
194,45,1134.0,1581.0,Train
194,46,1137.0,1624.0,Train
194,47,1103.0,1468.0,Train
194,48,965.0,1232.0,Train
194,49,871.0,1133.0,Train
194,50,797.0,1069.0,Train
194,51,948.0,990.0,Train
194,52,824.0,1075.0,Train
194,53,843.0,1079.0,Train
194,54,750.0,1030.0,Train
194,55,824.0,983.0,Train
194,56,938.0,1309.0,Train
194,57,1146.0,1308.0,Train
194,58,1302.0,1383.0,Train
194,59,1379.0,1407.0,Train
194,60,1413.0,1193.0,Train
194,61,1137.0,1152.0,Train
194,62,1116.0,1264.0,Train
194,63,1117.0,1474.0,Train
194,64,1190.0,1399.0,Train
194,65,1218.0,1222.0,Train
194,66,1248.0,1243.0,Train
194,67,1244.0,1424.0,Train
194,68,1096.0,1552.0,Train
194,69,1183.0,1663.0,Train
194,70,1194.0,1524.0,Train
194,71,1056.0,1165.0,Train
195,0,945.0,795.0,Train
195,1,867.0,696.0,Train
195,2,790.0,676.0,Train
195,3,984.0,593.0,Train
195,4,888.0,650.0,Train
195,5,867.0,660.0,Train
195,6,769.0,635.0,Train
195,7,817.0,732.0,Train
195,8,931.0,1328.0,Train
195,9,1188.0,1344.0,Train
195,10,1281.0,1373.0,Train
195,11,1375.0,1401.0,Train
195,12,1409.0,1408.0,Train
195,13,1302.0,1286.0,Train
195,14,1143.0,1360.0,Train
195,15,1156.0,1341.0,Train
195,16,1089.0,1162.0,Train
195,17,1142.0,1171.0,Train
195,18,1315.0,1264.0,Train
195,19,1326.0,1492.0,Train
195,20,1315.0,1788.0,Train
195,21,1177.0,1743.0,Train
195,22,1177.0,1637.0,Train
195,23,1116.0,1491.0,Train
195,24,1005.0,1143.0,Train
195,25,955.0,1011.0,Train
195,26,840.0,993.0,Train
195,27,982.0,977.0,Train
195,28,875.0,1075.0,Train
195,29,908.0,1034.0,Train
195,30,783.0,1043.0,Train
195,31,817.0,1162.0,Train
195,32,1014.0,1398.0,Train
195,33,1323.0,1334.0,Train
195,34,1426.0,1194.0,Train
195,35,1453.0,1289.0,Train
195,36,1676.0,1300.0,Train
195,37,1423.0,1297.0,Train
195,38,1322.0,1348.0,Train
195,39,1382.0,1350.0,Train
195,40,1184.0,1360.0,Train
195,41,1285.0,1408.0,Train
195,42,1440.0,1302.0,Train
195,43,1557.0,1488.0,Train
195,44,1437.0,1424.0,Train
195,45,1248.0,1369.0,Train
195,46,1224.0,1293.0,Train
195,47,1190.0,1325.0,Train
195,48,1052.0,990.0,Train
195,49,986.0,810.0,Train
